Name,Facility_ID,Category,TaskType,BusinessStatus,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated
개과천선,310000004820190026,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 상계동 ***-*,"서울특별시 노원구 노원로**길 **, 지하층 (상계동)",01704,461392.857010755,206072.196075789,,2019-12-18,,2026-01-13 18:10:33
아이엠독,310000004820200012,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 상계동 ***-* 명지프라자빌딩 ***호,"서울특별시 노원구 동일로 ****, 명지프라자빌딩 ***호 (상계동)",01763,460895.319692049,205337.11898304,02-951-0907,2020-11-06,,2026-01-13 18:10:33
개와커피가썸타는날(개썸커피),310000004820200017,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 상계동 ****-* 영빌딩 *층,"서울특별시 노원구 동일로***길 ***, 영빌딩 *층 (상계동)",01626,463606.782949743,205358.673911961,,2020-12-01,,2026-01-13 18:10:33
웰리스 스퀘어,310000004820210002,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 중계동 ***-* 건영옴니백화점,"서울특별시 노원구 섬밭로 ***, 건영옴니백화점 *층 (중계동)",01779,459609.012509743,205645.891969072,02-978-4775,2021-02-03,,2026-01-13 18:10:33
골드퍼피 애견유치원,310000004820210016,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 공릉동 ***-*,"서울특별시 노원구 동일로 ****, *층 (공릉동)",01848,457584.835793045,206546.734710454,02-971-5955,2021-12-23,,2026-01-13 18:10:33
퍼피스,310000004820220001,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 상계동 **-**,"서울특별시 노원구 덕릉로***길 **, *층 (상계동)",01643,463261.864714442,207256.793125039,,2022-08-10,,2026-01-13 18:10:33
늘봄반려견유치원,310000004820240001,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 상계동 ***-* 화인빌딩,"서울특별시 노원구 노원로 ***, 화인빌딩 *층 (상계동)",01691,461806.237949214,205659.945314658,,2024-01-11,,2026-01-13 18:10:33
고양이묭실,310000004820240002,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 상계동 ****-*,"서울특별시 노원구 동일로***길 **, *층 ***호 (상계동)",01614,463426.615582528,204454.219222095,,2024-01-11,,2026-01-13 18:10:33
퍼피데일리,310000004820240003,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 중계동 ***-**,"서울특별시 노원구 덕릉로**길 **, *층 (중계동)",01715,461785.714751348,206668.565864157,,2024-12-19,,2026-01-13 18:10:33
먀먀 동물위탁,310000004820250001,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 상계동 **-**,"서울특별시 노원구 덕릉로***길 **, *층 (상계동)",01643,463246.927205908,207225.811432656,,2025-01-08,,2026-01-13 18:10:33
옐레드 애견유치원 & 애견호텔 노원상계점,310000004820250002,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 상계동 ****-*,"서울특별시 노원구 수락산로*길 **, A동 ***호 (상계동)",01639,462722.923061487,206604.354177637,,2025-11-28,,2026-01-13 18:10:33
도고(doggo),310000004820250003,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 월계동 ***-*,"서울특별시 노원구 월계로**길 **, ***호 (월계동)",01864,459081.185016074,205189.91385215,02-972-0904,2025-12-30,,2026-01-13 18:10:33
멍울대 프리미엄 펫캠퍼스,310000004820260001,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 상계동 ***-** 선우빌딩,"서울특별시 노원구 한글비석로**길 **, 선우빌딩 *층 (상계동)",01657,462601.093826065,206051.627438213,,2026-01-08,,2026-03-11 01:52:01
루프독 1027,310000004820260002,3100000,,영업/정상 / 정상,서울특별시,노원구,노원구,서울특별시 노원구 공릉동 ***-** 송이빌딩,"서울특별시 노원구 동일로 ****, 송이빌딩 *층 (공릉동)",01858,457722.699587733,206453.19770263,,2026-01-30,,2026-02-01 22:02:50
미니펫,311000004820180020,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 응암동 ***-** 응암동하이포룸 ***호,"서울특별시 은평구 은평로*길 **, ***호 (응암동, 응암동하이포룸)",03454,454959.212129513,192782.80458622,02-357-9111,2018-07-09,,2026-01-13 18:17:03
행복한 강아지,311000004820180027,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 갈현동 ***-* *층,"서울특별시 은평구 통일로 ***, *층 (갈현동)",03328,457944.191911493,192831.890771242,,2018-09-14,,2026-01-13 18:17:03
은평애견,311000004820180030,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 역촌동 **-**,"서울특별시 은평구 연서로 **, ***호 (역촌동)",03406,455652.785661652,192516.898531697,,2018-09-17,,2026-01-13 18:17:03
우리덕구 동물병원,311000004820180035,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 진관동 ** 은평뉴타운우물골 상가B ***동 ***호,"서울특별시 은평구 진관*로 **, ***동 상가B층 ***호 (진관동, 은평뉴타운우물골)",03306,,,69538275,2018-09-27,,2026-01-13 18:17:03
금쪽같은 내새끼 동물병원,311000004820180055,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 갈현동 ***-**,서울특별시 은평구 연서로 *** (갈현동),03334,457005.682881862,192675.457894782,,2018-10-08,,2026-01-13 18:17:03
메디펫 동물병원,311000004820180063,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 갈현동 ***-**,서울특별시 은평구 통일로 *** (갈현동),03329,457740.673229191,192825.79571149,,2018-10-16,,2026-01-13 18:17:03
고마워 MIN,311000004820180070,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 역촌동 **-**,서울특별시 은평구 연서로*길 ** (역촌동),03419,455569.564231832,192236.341615786,,2018-10-30,,2026-01-13 18:17:03
도그원,311000004820180075,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 갈현동 ***-* 정운빌딩 *층,"서울특별시 은평구 연서로**길 **, 정운빌딩 *층 (갈현동)",03330,457480.990067897,192667.438048047,02-359-1591,2018-11-26,,2026-01-13 18:17:03
해피멍,311000004820180079,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 역촌동 **-*,서울특별시 은평구 역말로*길 ** (역촌동),03417,455825.461698826,192381.654810529,,2018-12-21,,2026-01-13 18:17:03
펠리스스낵,311000004820190001,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 진관동 ***-**,"서울특별시 은평구 대서문길 **, 북한산성상가 A동 ***호 (진관동)",03307,461455.876513588,195358.535748819,,2019-02-25,,2026-01-13 18:17:03
댕스럽개,311000004820190004,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 응암동 ***-*,서울특별시 은평구 응암로**길 **-* (응암동),03480,453842.02636248,192863.858372328,,2019-03-28,,2026-01-13 18:17:03
메르시몽프레 포메분양&애견카페,311000004820190010,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 불광동 ***-***,"서울특별시 은평구 통일로 ***, M타워 지*층 (불광동)",03344,457599.061362597,192907.128010724,,2019-06-09,,2026-01-13 18:17:03
The 이뿌개,311000004820200002,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 응암동 **-**,"서울특별시 은평구 은평로**길 *-**, *층 (응암동)",03462,455325.431216289,193278.564871738,,2020-01-30,,2026-01-13 18:17:03
어울동물의료센터,311000004820200018,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 녹번동 **-*,서울특별시 은평구 통일로 *** (녹번동),03382,455951.192726429,194068.721660716,02-384-1110,2020-09-15,,2026-01-13 18:17:03
별이&체리,311000004820210004,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 응암동 ***-**,"서울특별시 은평구 응암로**길 **, *층 (응암동)",03469,454189.379216465,192814.497870745,,2021-04-09,,2026-01-13 18:17:03
정든동물병원,311000004820220007,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 증산동 ***-** DMC센트럴자이 ***호,"서울특별시 은평구 수색로 ***, *층 ***호 (증산동, DMC센트럴자이)",03506,453194.537663327,191337.27325892,02-306-9990,2022-09-29,,2026-01-13 18:17:03
이룸독,311000004820230002,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 구산동 ***-*,"서울특별시 은평구 갈현로 ***-*, *층 (구산동)",03410,456762.482018305,192157.068698258,,2023-04-24,,2026-01-17 22:32:50
멍스테이,311000004820230003,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 진관동 ***,"서울특별시 은평구 연서로**길 **, 지*층 (진관동)",03308,,,,2023-09-19,,2026-01-13 18:17:03
단짝멍몽,311000004820230006,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,"서울특별시 은평구 응암동 ***-** *,*층","서울특별시 은평구 응암로**길 **, *,*층 (응암동)",03479,453869.9650965,192862.016075677,,2023-12-22,,2026-01-13 18:17:03
개상전,311000004820240002,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 대조동 **-**,"서울특별시 은평구 통일로 ***-*, *층 (대조동)",03397,456432.993552717,193680.56470639,070-4404-1212,2024-04-16,,2026-01-13 18:17:03
솔솔애견유치원,311000004820240003,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 대조동 **-**,"서울특별시 은평구 진흥로 ***, *층 (대조동)",03395,456214.901839894,193315.114517166,,2024-04-25,,2026-01-13 18:17:03
흑미네,311000004820240005,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 갈현동 ***-*,"서울특별시 은평구 연서로**길 **, *층 *호 (갈현동)",03332,457385.790426535,192505.548697014,,2024-10-21,,2026-01-13 18:17:03
썸데이제로,311000004820240006,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 응암동 ***-* *층,"서울특별시 은평구 가좌로*길 **, *층 (응암동)",03484,454163.604503324,192424.596952112,,2024-10-28,,2026-01-13 18:17:03
댕댕댕 애견유치원,311000004820250001,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 불광동 ***-* *층,"서울특별시 은평구 연서로 ***, *층 (불광동)",03347,457752.392485458,193494.425820061,,2025-02-05,,2026-01-13 18:17:03
놀면 묘하냥 은평점,311000004820250002,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 녹번동 **-** 삼우에이스빌 B**호,"서울특별시 은평구 통일로 ***-*, B**호 (녹번동, 삼우에이스빌)",03382,455568.028045939,194139.334560602,,2025-06-13,,2026-01-13 18:17:03
옐레드 더북한산점,311000004820250003,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 진관동 ***-*,서울특별시 은평구 의상봉길 ** (진관동),03307,461177.735555125,194932.730430955,,2025-07-23,,2026-01-13 18:17:04
빵댕이넷,311000004820250004,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 대조동 ***-**,"서울특별시 은평구 통일로**길 **, *층 (대조동)",03386,456927.507920024,192985.345285159,,2025-12-26,,2026-01-13 18:17:04
뽀송데이,311000004820260001,3110000,,영업/정상 / 정상,서울특별시,은평구,은평구,서울특별시 은평구 신사동 *-**,"서울특별시 은평구 갈현로 **, 우측호 (신사동)",03435,455492.856912818,191996.885514515,,2026-01-20,,2026-01-21 22:32:50
은퇴한 수의사의 저택,312000004820180055,3120000,,영업/정상 / 정상,서울특별시,서대문구,서대문구,서울특별시 서대문구 홍은동 ***-**,서울특별시 서대문구 가좌로 ** (홍은동),03659,453109.210008098,193612.877986514,02-303-7959,2018-10-23,,2026-01-13 18:13:02
mummui(멈무이),312000004820190002,3120000,,영업/정상 / 정상,서울특별시,서대문구,서대문구,서울특별시 서대문구 홍제동 ***-**,"서울특별시 서대문구 간호대로 **, 지층 (홍제동)",03619,454963.090171717,195276.268964304,02-2088-5080,2019-03-12,,2026-01-13 18:13:02
핑키펫,312000004820190004,3120000,,영업/정상 / 정상,서울특별시,서대문구,서대문구,서울특별시 서대문구 홍제동 ***-**,서울특별시 서대문구 홍제내길 *** (홍제동),03640,453933.94253223,194319.723013631,,2019-05-03,,2026-01-13 18:13:03
링크애견샵,312000004820200009,3120000,,영업/정상 / 정상,서울특별시,서대문구,서대문구,서울특별시 서대문구 북아현동 ***-**,"서울특별시 서대문구 신촌로 ***, *층 *호 (북아현동)",03767,450549.737838991,195447.814241712,02-393-7577,2020-05-13,,2026-01-13 18:13:03
아이 러브 펫,312000004820200012,3120000,,영업/정상 / 정상,서울특별시,서대문구,서대문구,서울특별시 서대문구 홍제동 ***-***,"서울특별시 서대문구 통일로**길 **-**, *층 (홍제동)",03637,454125.355636788,194801.239170779,,2020-08-25,,2026-01-13 18:13:03
펫티즈,312000004820200015,3120000,,영업/정상 / 정상,서울특별시,서대문구,서대문구,서울특별시 서대문구 연희동 **-** 지하*층,"서울특별시 서대문구 연희로**길 **-*, 지하*층 (연희동)",03723,452048.127993252,194173.964477484,,2020-12-22,,2026-01-13 18:13:03
GAEKOS Family,312000004820210002,3120000,,영업/정상 / 정상,서울특별시,서대문구,서대문구,서울특별시 서대문구 연희동 ***-*,"서울특별시 서대문구 연희로**길 **, B*호 (연희동)",03703,451899.210373156,193756.558742386,,2021-03-02,,2026-01-13 18:13:03
바오펫살롱,312000004820210007,3120000,,영업/정상 / 정상,서울특별시,서대문구,서대문구,서울특별시 서대문구 연희동 ***,"서울특별시 서대문구 연희로 ***, 대림아파트 상가동  ***호 (연희동)",03719,,,,2021-04-06,,2026-01-13 18:13:03
우연희,312000004820210009,3120000,,영업/정상 / 정상,서울특별시,서대문구,서대문구,서울특별시 서대문구 연희동 ***-** 노엘,"서울특별시 서대문구 성산로 ***, 노엘 *층 (연희동)",03707,451546.509555743,193512.517179427,070-8672-2579,2021-04-23,,2026-01-13 18:13:03
플라잉펫,313000004820190027,3130000,,영업/정상 / 정상,서울특별시,마포구,마포구,서울특별시 마포구 공덕동 ***-* 공덕 메디힐스,"서울특별시 마포구 마포대로**길 **, 공덕 메디힐스 지하*층 (공덕동)",04142,449630.360348104,195703.349698164,02-2138-3382,2019-07-11,,2026-01-13 18:12:33
워킹페코,313000004820200008,3130000,,영업/정상 / 정상,서울특별시,마포구,마포구,서울특별시 마포구 창전동 *-**,"서울특별시 마포구 서강로*길 **, *층 (창전동)",04059,450240.769474116,193776.475035096,,2020-03-23,,2026-01-13 18:12:33
감성그루밍,313000004820200014,3130000,,영업/정상 / 정상,서울특별시,마포구,마포구,서울특별시 마포구 대흥동 ***,서울특별시 마포구 백범로**길 ** (대흥동),04136,,,,2020-06-04,,2026-01-13 18:12:33
