Name,Facility_ID,Category,BusinessStatus,BusinessStatusDetail,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated
서울우유협동조합유우진료소,306000001020030002,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 상봉동 137-7,서울특별시 중랑구 중랑천로 71 (상봉동),,454381.762925507,206321.919332707,02-2094-8344,2003-05-28,,2026-02-04 22:32:00
주연동물병원,306000001020060001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 353-25,서울특별시 중랑구 면목로 273 (면목동),,452781.027328961,207501.313934626,22079931,2006-01-04,,2025-12-15 16:15:28
진서동물병원,306000001020060002,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 신내동 571-8,서울특별시 중랑구 신내로10길 7 (신내동),02069,455823.471989854,208400.763171651,,2006-02-23,,2025-12-15 16:15:28
세진동물병원,306000001020060003,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 망우동 488-14,서울특별시 중랑구 망우로 415(망우동),02073,455266.331938295,208613.331372822,,2006-02-23,,2025-12-15 16:15:28
숲속동물병원,306000001020060006,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 103-4 1층,"서울특별시 중랑구 겸재로 207, 1층 (면목동)",02162,454115.499601712,207928.911342193,,2006-08-01,,2025-12-15 16:15:28
면목동물병원,306000001020090001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 606-6,서울특별시 중랑구 사가정로 363 (면목동),02227,453216.12116107,207429.833336087,,2009-04-08,,2025-12-15 16:15:28
하니동물병원,306000001020100001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 신내동 648 디아뜨갤러리,"서울특별시 중랑구 신내로 225, 디아뜨갤러리 142호 (신내동)",02024,,,02-3422-0977,2010-03-26,,2025-12-15 16:15:28
한국동물메디컬센터(KAMC),306000001020100002,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,"서울특별시 중랑구 면목동 119-10 1,2층","서울특별시 중랑구 겸재로 165, 1,2층 (면목동)",02145,453990.823070309,207517.256308479,22086788,2010-10-27,,2025-12-15 16:15:28
닥터 아이펫 동물병원,306000001020130001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 상봉동 99-10,"서울특별시 중랑구 망우로 315, 2층 (상봉동)",02098,454993.657588592,207655.291092379,22080329,2013-11-19,,2025-12-15 16:15:28
행복이 있는 동물병원,306000001020140002,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 신내동 405-5,"서울특별시 중랑구 봉화산로 232, B동 1층 (신내동)",02067,456169.871765864,208614.435553033,02-433-3387,2014-12-03,,2025-12-15 16:15:28
보담동물병원,306000001020160001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 17-31,"서울특별시 중랑구 용마산로 434 (면목동, 청파빌딩)",02189,454186.696918605,208533.165197782,02-494-7775,2016-04-21,,2025-12-15 16:15:28
로얄동물암치료센터,306000001020170001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 146-75,"서울특별시 중랑구 동일로 640, 지하 2층 (면목동)",02140,453914.639780644,207017.81527047,02-6215-3416,2017-05-18,,2025-12-15 16:15:28
아이봄 동물병원,306000001020190002,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 신내동 563-2,서울특별시 중랑구 신내로 66 (신내동),02069,455862.278991004,208374.549467469,02-433-7515,2019-09-06,,2025-12-15 16:15:28
레미 동물병원,306000001020200001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 172-93,"서울특별시 중랑구 동일로 593, 2층 (면목동)",02232,453453.28377601,206949.692364552,02-470-4707,2020-06-10,,2025-12-15 16:15:28
치료해 주오,306000001020200002,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 묵동 238-8 하태윤산부인과,"서울특별시 중랑구 동일로 925, 3층 (묵동)",02005,456738.441211434,206712.645739265,02-949-7577,2020-11-09,,2025-12-15 16:15:28
닥터멍동물병원,306000001020210002,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 71-41,"서울특별시 중랑구 상봉로 17, 1층 (면목동)",02202,453913.946459696,208243.910432602,02-439-7582,2021-04-27,,2025-12-15 16:15:28
로얄동물메디컬센터 본원,306000001020230001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 146-75,"서울특별시 중랑구 동일로 640, 2층, 3층 (면목동)",02140,453914.639780644,207017.81527047,070-8660-0904,2023-04-09,,2025-12-15 16:15:28
로얄동물외과수술센터,306000001020230002,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 146-75,"서울특별시 중랑구 동일로 640, 지하1, 지상4층 (면목동)",02140,453914.639780644,207017.81527047,070-8660-0936,2023-07-21,,2025-12-15 16:15:28
혜원동물병원,306000001020230003,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 면목동 497-7,"서울특별시 중랑구 면목로 341, 1층 (면목동)",02228,453342.232542102,207729.175659582,02-439-8300,2023-11-06,,2025-12-15 16:15:28
중랑차동물병원,306000001020240001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 상봉동 137-16,"서울특별시 중랑구 중랑천로 81, 101호 (상봉동)",02118,454460.821850917,206345.47354923,02-433-0787,2024-01-02,,2025-12-15 16:15:28
산들동물병원,306000001020240002,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 망우동 584 신내역 프라디움 더 테라스,"서울특별시 중랑구 용마산로 670, C동 129,130호 (망우동, 신내역 프라디움 더 테라스)",02057,,,02-435-7582,2024-04-05,,2025-12-15 16:15:28
모루 동물의료센터,306000001020250001,3060000,영업/정상,정상,서울특별시,중랑구,중랑구,서울특별시 중랑구 상봉동 74-43,"서울특별시 중랑구 망우로 373, 1층 (상봉동)",02086,455149.744971697,208199.991565216,02-2038-7533,2025-03-20,,2025-12-15 16:15:28
큐동물병원,307000001019980001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 장위동 225-61,서울특별시 성북구 장위로 81 (장위동),02756,456852.946418316,203965.613216106,,1998-07-28,,2025-12-15 16:15:28
한사랑동물병원,307000001019990001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 성북동1가 115-23,서울특별시 성북구 성북로 27 (성북동1가),02880,454227.141841011,200269.184445997,,1999-01-06,,2025-12-15 16:15:28
나래종합동물병원,307000001020000001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 동소문동3가 79,서울특별시 성북구 동소문로 66 (동소문동3가),02860,,,,2000-03-14,,2025-12-15 16:15:28
서울종합동물병원,307000001020000004,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 보문동2가 49,서울특별시 성북구 보문로 137 (보문동2가),02871,,,,2000-08-01,,2025-12-15 16:15:28
대학동물병원,307000001020010002,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 장위동 8-2 석계역 한일노벨리아시티 210호,"서울특별시 성북구 화랑로 299, 2층 210호 (장위동, 석계역 한일노벨리아시티)",02779,456806.432445774,205326.144810215,,2001-05-07,,2025-12-15 16:15:28
강북동물병원,307000001020010004,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 종암동 19-1,서울특별시 성북구 종암로 65 (종암동),02810,454877.349574275,203035.963955756,,2001-04-12,,2025-12-15 16:15:28
드림동물병원,307000001020030001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 동소문동5가 8-1,서울특별시 성북구 동소문로 74 (동소문동5가),02846,454391.621845133,201140.235380844,,2003-01-30,,2025-12-15 16:15:28
길음동물병원,307000001020030004,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 길음동 1276,"서울특별시 성북구 동소문로 248 (길음동, 삼부상가 102동 6,7호)",02735,,,,2003-05-12,,2025-12-15 16:15:28
행복한동물병원,307000001020050003,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 장위동 64-124,서울특별시 성북구 돌곶이로 91 (장위동),02772,456539.548893239,204905.934016824,,2005-08-30,,2025-12-15 16:15:28
미소동물병원,307000001020060001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 종암동 68-1,서울특별시 성북구 종암로 91(종암동),02810,455119.576408015,202964.017087364,,2006-07-28,,2025-12-15 16:15:28
중앙동물병원,307000001020070001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 석관동 268-11,서울특별시 성북구 돌곶이로 56 (석관동),02784,456283.72045511,205168.265613105,,2007-03-29,,2025-12-15 16:15:28
비비펫 동물병원,307000001020070003,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 하월곡동 16-7,서울특별시 성북구 화랑로 91 (하월곡동),02751,455630.293665959,203650.819277724,,2007-06-28,,2025-12-15 16:15:28
보성통증동물병원,307000001020070004,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 정릉동 285-4 정호빌딩,"서울특별시 성북구 보국문로 68-1, 정호빌딩 1층 (정릉동)",02711,456474.683984875,200758.469042701,,2007-08-13,,2025-12-15 16:15:28
ZOO동물병원,307000001020070005,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 정릉동 16-162,"서울특별시 성북구 정릉로 328, 1층 (정릉동)",02816,455521.05830576,201656.201385347,,2007-08-20,,2025-12-15 16:15:28
우리동물병원,307000001020080003,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 길음동 1125-9,서울특별시 성북구 삼양로 84 (길음동),02726,456502.379369754,201922.445922899,,2008-05-13,,2025-12-15 16:15:28
24시 애니동물병원,307000001020080004,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 보문동5가 3-1,서울특별시 성북구 보문로 99 (보문동5가),02872,453515.272296647,201682.296447573,,2008-10-16,,2025-12-15 16:15:28
VIP 동물의료센터,307000001020090001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 동소문동6가 3-1 시티플레이스,"서울특별시 성북구 동소문로 73, 시티플레이스 1층 101호, 비101호, 비201호, 비202호 (동소문동6가)",02830,454444.297266775,201116.337615606,,2009-04-14,,2025-12-15 16:15:28
태양 동물병원,307000001020100001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 석관동 332-23,서울특별시 성북구 돌곶이로 31 (석관동),02788,456079.478432452,205288.934195159,,2010-02-11,,2025-12-15 16:15:28
쓰담쓰담 동물병원,307000001020100002,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 종암동 86-1,서울특별시 성북구 종암로 113 (종암동),02803,455316.134194237,202904.153413006,,2010-04-14,,2025-12-15 16:15:28
호담동물병원,307000001020130001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 하월곡동 88-677,서울특별시 성북구 동소문로 302 (하월곡동),02733,456051.096485397,202449.794334359,,2013-05-07,,2025-12-15 16:15:28
꿈의숲동물병원,307000001020140001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 장위동 319 꿈의숲코오롱하늘채아파트 105동 112호,"서울특별시 성북구 돌곶이로 220, 105동 112호 (장위동, 꿈의숲코오롱하늘채아파트)",02757,,,,2014-01-07,,2025-12-15 16:15:28
도담도담동물병원,307000001020140002,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 하월곡동 46-73 코업스타클래스 1층,"서울특별시 성북구 화랑로 76 (하월곡동, 코업스타클래스 1층)",02799,455500.568972657,203502.004139568,,2014-04-02,,2025-12-15 16:15:28
카카오 N 동물병원,307000001020140003,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 길음동 1284 길음뉴타운 제상가비동 제지2층 25호,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운 제상가비동 제지2층 25호)",02720,,,,2014-05-01,,2025-12-15 16:15:28
넬 동물의료센터,307000001020150001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 하월곡동 76-16,서울특별시 성북구 오패산로 75-1 (하월곡동),02737,456275.780158103,203089.930310118,02-6925-4347,2015-08-04,,2025-12-15 16:15:28
앙리동물병원,307000001020160001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 성북동 155-15 1층,"서울특별시 성북구 성북로 66, 1층 (성북동)",02835,454571.634872902,200082.088156596,,2016-02-24,,2025-12-15 16:15:28
스마트동물병원 성북길음점,307000001020160002,3070000,영업/정상,정상,서울특별시,성북구,성북구,"서울특별시 성북구 길음동 1285 길음뉴타운7단지 두산위브상가 103호, 104호","서울특별시 성북구 길음로13길 22, 103호, 104호 (길음동, 길음7구역두산위브아파트)",02715,,,,2016-10-06,,2025-12-15 16:15:28
포유동물병원,307000001020160003,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 하월곡동 62-4,서울특별시 성북구 오패산로 22 (하월곡동),02751,455766.554219972,203263.300752248,,2016-12-12,,2025-12-15 16:15:28
로이동물병원,307000001020170001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 동소문동6가 237,서울특별시 성북구 아리랑로 27 (동소문동6가),02830,,,,2017-09-19,,2025-12-15 16:15:28
성신동물병원,307000001020190001,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 동선동5가 1,"서울특별시 성북구 아리랑로 18, 1층 101호 (동선동5가)",02829,,,,2019-09-27,,2025-12-15 16:15:28
더편한동물병원,307000001020190002,3070000,영업/정상,정상,서울특별시,성북구,성북구,서울특별시 성북구 길음동 498-1 래미안길음센터피스,"서울특별시 성북구 숭인로 50, 상가동 2203호 (길음동, 래미안길음센터피스)",02727,,,,2019-11-04,,2026-01-23 22:02:00
